longitude,latitude
184.52873692293713,5.889502279556315
184.34883345849855,5.950324221229398
184.16846861921417,6.010919819068296
183.98764481835315,6.071289115303867
183.80636446339258,6.131432160183079
183.62462995594942,6.191349011804228
183.44244369171466,6.251039735946276
183.2598080603894,6.31050440590166
183.07672544562269,6.369743102317583
182.8931982249509,6.428755913029498
182.70922876973964,6.487542932908921
182.52481944512658,6.5461042637011415
182.33997260996648,6.604440013873175
182.15469061677823,6.6625502984611895
181.96897581169273,6.720435238921229
181.78283053440336,6.778094962980242
181.59625711811745,6.835529604490234
181.4092578895097,6.8927393032850075
181.2218351686773,6.9497242050382475
181.03399126909608,7.006484461123749
180.84572849757876,7.0630202284781065
180.65704915423476,7.119331669464368
180.46795553243084,7.175418951740159
180.2784499187543,7.231282248123608
180.0885345929764,7.286921736464359
179.89821182801845,7.342337599519333
179.7074838899183,7.397530024820896
179.51635303779895,7.452499204555399
179.3248215238381,7.507245335444903
179.1328915932391,7.561768618620044
178.94056548420366,7.61606925950764
178.74784542790525,7.670147467710798
178.55473364846415,7.724003456893844
178.36123236292394,7.777637444672418
178.16734378122865,7.831049652498601
177.9730701062018,7.8842403055544485
177.7784135335261,7.937209632641877
177.5833762517251,7.989957866076928
177.38796044214462,8.04248524158686
177.19216827893717,8.09479199820552
176.99600192904606,8.14687837817474
176.79946355219099,8.198744626840242
176.60255530085553,8.250390992559726
176.405279320274,8.301817726600872
176.20763774842155,8.353025083050882
176.00963271600315,8.404013318720418
175.8112663464456,8.454782693054723
175.61254075588843,8.50533346803872
175.413458053178,8.555665908114173
175.21402033986084,8.60578028008851
175.0142297101789,8.655676853049643
174.81408825106513,8.70535589828334
174.61359804214067,8.754817689188455
174.41276115571227,8.804062501195668
174.21157965677116,8.853090611688867
174.0100556029923,8.901902299924021
173.80819104473474,8.950497846954432
173.60598802504296,8.998877535551593
173.4034485796488,9.047041650133005
173.20057473697418,9.09499047668729
172.99736851813506,9.142724302702685
172.7938319369453,9.19024341709569
172.58996699992235,9.237548110141038
